Common,Scientific,Length,Recordist,Date,Country,Location,Type,ID,Class,Seconds,Name,NameCat,nType
Zitting Cisticola,Cisticola juncidis,0:48,Jack Berteau,2015-07-13 00:00:00,France,"La Faute-sur-Mer, Vendée, Pays de la Loire",song,XC289691,1,48,Cisticola juncidis,149,song
Zitting Cisticola,Cisticola juncidis,0:07,Ted Floyd,2015-08-03 00:00:00,France,"Montpellier, Hérault, Languedoc-Roussillon",song,XC265449,1,7,Cisticola juncidis,149,song
Zitting Cisticola,Cisticola juncidis cisticola,0:26,julien Rochefort,2007-08-19 00:00:00,France,"Gif-sur-Yvette, Essonne, Île-de-France",song,XC146955,1,26,Cisticola juncidis,149,song
Zitting Cisticola,Cisticola juncidis cisticola,0:39,julien Rochefort,2012-07-25 00:00:00,France,"Penvénan, Cotes-d'Armor, Brittany",song,XC146954,1,39,Cisticola juncidis,149,song
Zitting Cisticola,Cisticola juncidis,0:48,Erik Roels,2008-05-16 00:00:00,Belgium,"Laarne, East Flanders, Flemish Region","call, flight call, song",XC142652,1,48,Cisticola juncidis,149,others
Zitting Cisticola,Cisticola juncidis,0:27,Erik Roels,2008-06-09 00:00:00,Belgium,"Laarne, East Flanders, Flemish Region","flight call, male, song",XC142651,1,27,Cisticola juncidis,149,others
Zitting Cisticola,Cisticola juncidis,0:10,Jordi Calvet,2013-03-27 00:00:00,Spain,"Vall de Montjubrí, Sarroca de Lleida, Lleida, Catalonia",song,XC128122,1,10,Cisticola juncidis,149,song
Zitting Cisticola,Cisticola juncidis,0:58,Dimitri,2018-10-06 00:00:00,Italy,"Sentina Natural Regional Reserve, San Benedetto del Tronto, AP",alarm call,XC437438,2,58,Cisticola juncidis,149,icall
Zitting Cisticola,Cisticola juncidis cisticola,0:16,nick talbot,2018-08-12 00:00:00,Spain,"Delta del Llobregat, Barcelona",call,XC432674,2,16,Cisticola juncidis,149,call
Zitting Cisticola,Cisticola juncidis cisticola,0:15,Elliot Montieth,2018-06-22 00:00:00,Spain,"Marina Alta (near  Xàbia), Alicante, Comunidad Valenciana","male, song, sound",XC422082,2,15,Cisticola juncidis,149,isong
Zitting Cisticola,Cisticola juncidis,0:36,brickegickel,2018-03-31 00:00:00,Spain,"Área Metropolitana de Sevilla (near  La Puebla del Río), Sevilla, Andalucía",flight call,XC410120,2,36,Cisticola juncidis,149,icall
Zitting Cisticola,Cisticola juncidis,0:14,Yoann Blanchon,2017-07-02 00:00:00,Portugal,"Santa Maria Maior (near  Viana do Castelo), Viana do Castelo, Viana do Castelo",song,XC379459,2,14,Cisticola juncidis,149,song
Zitting Cisticola,Cisticola juncidis,0:35,Frank A. Roos,2017-07-02 00:00:00,Netherlands,"Hilversum, Hilversum, Noord-Holland",song,XC378260,2,35,Cisticola juncidis,149,song
Zitting Cisticola,Cisticola juncidis cisticola,0:21,Étienne Leroy,2017-06-24 00:00:00,France,"Baisse de cinq cent Francs, Camargue (Bouches du Rhône)",song,XC377257,2,21,Cisticola juncidis,149,song
Zitting Cisticola,Cisticola juncidis,0:17,Franz Lindinger,2012-06-06 00:00:00,Spain,"Valle de Lecrín (near  Padul), Granada, Andalucía",song,XC376754,2,17,Cisticola juncidis,149,song
Zitting Cisticola,Cisticola juncidis,0:28,GABRIEL LEITE,2017-06-20 00:00:00,Spain,"S´Albufera, Mallorca",call,XC376645,2,28,Cisticola juncidis,149,call
Zitting Cisticola,Cisticola juncidis,0:20,Frank A. Roos,2012-09-09 00:00:00,Netherlands,Hendrik-Ido Ambacht,song,XC372257,2,20,Cisticola juncidis,149,song
Zitting Cisticola,Cisticola juncidis,0:58,Stanislas Wroza,2017-05-12 00:00:00,France,"Vauvert, Gard, Languedoc-Roussillon","song, song from a perch",XC369623,2,58,Cisticola juncidis,149,isong
Zitting Cisticola,Cisticola juncidis,0:16,Alexandre Moreira,2017-04-22 00:00:00,Portugal,"Outeiro Seco, Chaves, Vila Real",song,XC368986,2,16,Cisticola juncidis,149,song
Zitting Cisticola,Cisticola juncidis,0:21,Lorenzo Vanni,2017-03-19 00:00:00,Italy,"Piombino, Provincia di Livorno, Toscana",song,XC360248,2,21,Cisticola juncidis,149,song
Zitting Cisticola,Cisticola juncidis,0:14,Arne Thelin,2016-04-30 00:00:00,Montenegro,"Podgorica, Podgorica Municipality",flight call,XC357547,2,14,Cisticola juncidis,149,icall
Zitting Cisticola,Cisticola juncidis,0:51,José Carlos Sires,2016-06-25 00:00:00,Spain,"bollullos par del condado, huelva, andalucía","male, song",XC341130,2,51,Cisticola juncidis,149,isong
Zitting Cisticola,Cisticola juncidis,0:09,José Carlos Sires,2016-08-07 00:00:00,Spain,"salinas de bonanza, sanlúcar de barrameda, cádiz, andalucía","call, song",XC338814,2,9,Cisticola juncidis,149,others
Zitting Cisticola,Cisticola juncidis,0:26,José Carlos Sires,2016-08-07 00:00:00,Spain,"salinas de bonanza, sanlúcar de barrameda, cádiz, andalucía",call,XC338235,2,26,Cisticola juncidis,149,call
Zitting Cisticola,Cisticola juncidis,0:07,José Carlos Sires,2016-08-07 00:00:00,Spain,"salinas de bonanza, sanlúcar de barrameda, cádiz, andalucía",call,XC338234,2,7,Cisticola juncidis,149,call
Zitting Cisticola,Cisticola juncidis,0:11,José Carlos Sires,2016-08-13 00:00:00,Spain,"brazo del este, sevilla, andalucía","call, song",XC337546,2,11,Cisticola juncidis,149,others
Zitting Cisticola,Cisticola juncidis,0:21,José Carlos Sires,2016-08-13 00:00:00,Spain,"brazo del este, sevilla, andalucía","call, song",XC337542,2,21,Cisticola juncidis,149,others
Zitting Cisticola,Cisticola juncidis,0:08,José Carlos Sires,2016-08-13 00:00:00,Spain,"brazo del este, sevilla, andalucía",call,XC337540,2,8,Cisticola juncidis,149,call
Zitting Cisticola,Cisticola juncidis,0:12,José Carlos Sires,2016-08-13 00:00:00,Spain,"brazo del este, sevilla, andalucía",call,XC337538,2,12,Cisticola juncidis,149,call
Zitting Cisticola,Cisticola juncidis,0:07,José Carlos Sires,2016-08-13 00:00:00,Spain,"brazo del este, sevilla, andalucía",call,XC337535,2,7,Cisticola juncidis,149,call
Zitting Cisticola,Cisticola juncidis,0:19,eloisa matheu,2016-09-25 00:00:00,Spain,"El Baix Ebre (near  Deltebre), Tarragona, Catalunya","call, juvenile",XC336345,2,19,Cisticola juncidis,149,icall
Zitting Cisticola,Cisticola juncidis,0:20,José Carlos Sires,2016-06-18 00:00:00,Spain,"salinas de bonanza, sanlúcar de barrameda, cádiz, andalucía","call, male",XC333707,2,20,Cisticola juncidis,149,icall
Zitting Cisticola,Cisticola juncidis,0:10,José Carlos Sires,2016-06-18 00:00:00,Spain,"salinas de bonanza, sanlúcar de barrameda, cádiz, andalucía","call, male",XC333706,2,10,Cisticola juncidis,149,icall
Zitting Cisticola,Cisticola juncidis,0:36,José Carlos Sires,2016-06-18 00:00:00,Spain,"salinas de bonanza, sanlúcar de barrameda, cádiz, andalucía","male, song",XC333703,2,36,Cisticola juncidis,149,isong
Zitting Cisticola,Cisticola juncidis,0:32,Lars Lachmann,2016-07-27 00:00:00,Cyprus,"Phassouri Reed Beds, Akrotiri Peninsula","juvenile, song",XC330942,2,32,Cisticola juncidis,149,isong
Zitting Cisticola,Cisticola juncidis,0:08,Giuseppe Speranza,2016-07-07 00:00:00,Italy,"Cabras, Provincia di Oristano, Sardegna",song,XC328047,2,8,Cisticola juncidis,149,song
Zitting Cisticola,Cisticola juncidis,0:11,Matthias Hemprich,2016-05-20 00:00:00,Italy,"Cavallino (near  Punta Sabbioni), Province of Lecce, Apulia",song,XC321012,2,11,Cisticola juncidis,149,song
Zitting Cisticola,Cisticola juncidis,0:59,Dimitri,2016-05-24 00:00:00,Italy,"Sentina Natural Regional Reserve, San Benedetto del Tronto, AP",song,XC318307,2,59,Cisticola juncidis,149,song
Zitting Cisticola,Cisticola juncidis,0:14,Corrado Zanini,2016-05-14 00:00:00,Italy,"Villa Bartolomea, Provincia di Verona, Veneto","flight call, song",XC316867,2,14,Cisticola juncidis,149,others
Zitting Cisticola,Cisticola juncidis,0:24,Olivier SWIFT,2016-05-12 00:00:00,France,"Lattes, Hérault, Languedoc-Roussillon Midi-Pyrénées",song,XC316465,2,24,Cisticola juncidis,149,song
Zitting Cisticola,Cisticola juncidis,0:39,José Carlos Sires,2016-04-27 00:00:00,Spain,"corredor verde del guadiamar, sevilla, andalucía","male, song",XC315402,2,39,Cisticola juncidis,149,isong
Zitting Cisticola,Cisticola juncidis,0:31,Espen Quinto-Ashman,2016-03-08 00:00:00,Portugal,"Quelfes, Olhão, Faro",song,XC307022,2,31,Cisticola juncidis,149,song
Zitting Cisticola,Cisticola juncidis,0:06,Antonio Xeira,2015-09-29 00:00:00,Portugal,"Mitrena, Setúbal",call,XC305008,2,6,Cisticola juncidis,149,call
Zitting Cisticola,Cisticola juncidis,0:37,José Carlos Sires,2016-01-26 00:00:00,Spain,"arroyo algarbe, hinojos, huelva, andalucía","call, male, song",XC301756,2,37,Cisticola juncidis,149,others
Zitting Cisticola,Cisticola juncidis juncidis,0:31,Cedric Mroczko,2015-11-08 00:00:00,France,"Bages, Aude, Languedoc-Roussillon",call,XC289354,2,31,Cisticola juncidis,149,call
Zitting Cisticola,Cisticola juncidis juncidis,0:43,Cedric Mroczko,2015-11-08 00:00:00,France,"Bages, Aude, Languedoc-Roussillon",call,XC289353,2,43,Cisticola juncidis,149,call
Zitting Cisticola,Cisticola juncidis juncidis,0:12,Cedric Mroczko,2015-11-08 00:00:00,France,"Bages, Aude, Languedoc-Roussillon",call,XC289351,2,12,Cisticola juncidis,149,call
Zitting Cisticola,Cisticola juncidis,0:11,José Carlos Sires,2015-06-25 00:00:00,Spain,"adriano, dos hermanas, sevilla, andalucía","flight call, male",XC282659,2,11,Cisticola juncidis,149,icall
Zitting Cisticola,Cisticola juncidis,0:26,José Carlos Sires,2015-06-25 00:00:00,Spain,"adriano, dos hermanas, sevilla, andalucía","male, song",XC282658,2,26,Cisticola juncidis,149,isong
Zitting Cisticola,Cisticola juncidis,0:17,José Carlos Sires,2015-05-20 00:00:00,Spain,"charca de diego puertas, los palacios, sevilla, andalucía","male, song",XC276727,2,17,Cisticola juncidis,149,isong
Zitting Cisticola,Cisticola juncidis,0:20,José Carlos Sires,2015-05-12 00:00:00,Spain,"torreón de san antonio, olivares, sevilla, andalucía","male, song",XC269387,2,20,Cisticola juncidis,149,isong
Zitting Cisticola,Cisticola juncidis,0:19,José Carlos Sires,2015-05-08 00:00:00,Spain,"parque del tamarguillo, sevilla, andalucía","male, song",XC268680,2,19,Cisticola juncidis,149,isong
Zitting Cisticola,Cisticola juncidis,0:09,José Carlos Sires,2015-05-08 00:00:00,Spain,"parque del tamarguillo, sevilla, andalucía","male, song",XC268678,2,9,Cisticola juncidis,149,isong
Zitting Cisticola,Cisticola juncidis,0:33,José Carlos Sires,2015-05-07 00:00:00,Spain,"vereda de los plateros, los palacios, sevilla, andalucía",song,XC268234,2,33,Cisticola juncidis,149,song
Zitting Cisticola,Cisticola juncidis,0:19,José Carlos Sires,2015-05-07 00:00:00,Spain,"vereda de los plateros, los palacios, sevilla, andalucía",call,XC268233,2,19,Cisticola juncidis,149,call
Zitting Cisticola,Cisticola juncidis,0:12,José Carlos Sires,2015-04-08 00:00:00,Spain,"universidad pablo olavide, sevilla, andalucía","aggresive calls, male",XC263698,2,12,Cisticola juncidis,149,icall
Zitting Cisticola,Cisticola juncidis,0:18,José Carlos Sires,2015-03-07 00:00:00,Spain,"corredor del guadaíra, sevilla, andalucía","male, song",XC260288,2,18,Cisticola juncidis,149,isong
Zitting Cisticola,Cisticola juncidis,0:17,Nils Agster,2014-08-03 00:00:00,Germany,"Bodenseekreis (near  Eriskirch), Tübingen, Baden-Württemberg",song,XC253728,2,17,Cisticola juncidis,149,song
Zitting Cisticola,Cisticola juncidis,0:09,Jordi Calvet,2015-06-06 00:00:00,Spain,Embassament d'Utxesa-Secà-canyissar,"song, song in flight",XC251946,2,9,Cisticola juncidis,149,isong
Zitting Cisticola,Cisticola juncidis,0:09,Jerome Fischer,2015-05-06 00:00:00,France,"Borgo, Haute-Corse, Corse",song,XC246998,2,9,Cisticola juncidis,149,song
Zitting Cisticola,Cisticola juncidis,0:21,Pascal Christe,2015-04-12 00:00:00,Portugal,Lisboa,song,XC237241,2,21,Cisticola juncidis,149,song
Zitting Cisticola,Cisticola juncidis,0:05,brickegickel,2015-04-03 00:00:00,France,"Saintes-Maries-de-la-Mer, Bouches-du-Rhône, Provence-Alpes-Côte d'Azur",song,XC235417,2,5,Cisticola juncidis,149,song
Zitting Cisticola,Cisticola juncidis,0:17,Cedric MROCZKO,2014-05-01 00:00:00,Spain,"Tierra de Badajoz (near  Badajoz), Badajoz, Extremadura","alarm call, song",XC187220,2,17,Cisticola juncidis,149,others
Zitting Cisticola,Cisticola juncidis,0:18,angelo meschini,2014-04-03 00:00:00,Italy,"Viterbo, Viterbo, Lazio",song,XC172200,2,18,Cisticola juncidis,149,song
Zitting Cisticola,Cisticola juncidis,0:25,Patrik Åberg,2013-04-07 00:00:00,Spain,"PO de Arrocampo, Saucedilla, Extremadura",song,XC148898,2,25,Cisticola juncidis,149,song
Zitting Cisticola,Cisticola juncidis,0:50,Patrik Åberg,2013-04-07 00:00:00,Spain,"PO de Arrocampo, Saucedilla, Extremadura",song,XC148897,2,50,Cisticola juncidis,149,song
Zitting Cisticola,Cisticola juncidis,0:51,Patrik Åberg,2013-04-07 00:00:00,Spain,"PO de Arrocampo, Saucedilla, Extremadura",song,XC148896,2,51,Cisticola juncidis,149,song
Zitting Cisticola,Cisticola juncidis,0:19,Erik Roels,2007-05-28 00:00:00,Belgium,"Laarne, East Flanders, Flemish Region","call, flight call",XC142813,2,19,Cisticola juncidis,149,icall
Zitting Cisticola,Cisticola juncidis,0:53,Francesco Sottile,2013-07-09 00:00:00,Italy,"Montalto Uffugo, Province of Cosenza, Calabria",song,XC142111,2,53,Cisticola juncidis,149,song
Zitting Cisticola,Cisticola juncidis,0:10,Mathieu Taillade,0000-00-00,France,"Gujan-Mestras, Gironde, Aquitaine",call,XC124995,2,10,Cisticola juncidis,149,call
Short-toed Treecreeper,Certhia brachydactyla,0:49,Bram Vogels,2018-04-21 00:00:00,Belgium,"Kalmthout, Antwerpen, Vlaanderen",song,XC445122,0,49,Certhia brachydactyla,120,song
Short-toed Treecreeper,Certhia brachydactyla,0:23,Jordi Calvet,2018-11-04 00:00:00,Spain,"Sant Mateu de Bages, El Bages, Catalunya",call,XC441604,0,23,Certhia brachydactyla,120,call
Short-toed Treecreeper,Certhia brachydactyla,0:03,Jorge Leitão,2018-06-23 00:00:00,Portugal,"Margem do Rio Minho, Vila Nova de Cerveira, Viana do Castelo",song,XC422708,0,3,Certhia brachydactyla,120,song
Short-toed Treecreeper,Certhia brachydactyla,0:07,Jorge Leitão,2018-06-22 00:00:00,Portugal,"Margem do Rio Minho, Vila Nova de Cerveira, Viana do Castelo",alarm call,XC422655,0,7,Certhia brachydactyla,120,icall
Short-toed Treecreeper,Certhia brachydactyla,0:57,Jordi Calvet,2018-05-06 00:00:00,Spain,"El Baix Llobregat (near  Abrera), Barcelona, Catalunya",song,XC416736,0,57,Certhia brachydactyla,120,song
Short-toed Treecreeper,Certhia brachydactyla,0:30,Stefan Wahlstedt,2018-05-19 00:00:00,Sweden,"Hässleholm, Skåne län",song,XC416004,0,30,Certhia brachydactyla,120,song
Short-toed Treecreeper,Certhia brachydactyla,0:15,W. Agster,2018-11-29 00:00:00,Germany,"Frankfurt am Main, Darmstadt, Hessen",call,XC444238,1,15,Certhia brachydactyla,120,call
Short-toed Treecreeper,Certhia brachydactyla,0:24,Vincent Pourchaire,2018-10-26 00:00:00,France,"Saint-Pierre-la-Palud, Rhône, Auvergne-Rhône-Alpes",call,XC440182,1,24,Certhia brachydactyla,120,call
Short-toed Treecreeper,Certhia brachydactyla,0:39,Jorge Leitão,2018-05-11 00:00:00,Germany,Königstuhl Heidelberg,"male, song",XC418021,1,39,Certhia brachydactyla,120,isong
Short-toed Treecreeper,Certhia brachydactyla,0:38,AUDEVARD Aurélien,2018-03-31 00:00:00,France,"Le Beausset, Var, Provence-Alpes-Côte d'Azur",song,XC409142,1,38,Certhia brachydactyla,120,song
Short-toed Treecreeper,Certhia brachydactyla,0:35,AUDEVARD Aurélien,2018-03-31 00:00:00,France,"Le Beausset, Var, Provence-Alpes-Côte d'Azur",song,XC409141,1,35,Certhia brachydactyla,120,song
Short-toed Treecreeper,Certhia brachydactyla,0:44,Peter Ertl,2018-03-25 00:00:00,Switzerland,"Rheinfelden, Rheinfelden, Aargau",song,XC407621,1,44,Certhia brachydactyla,120,song
Short-toed Treecreeper,Certhia brachydactyla,0:25,Sonnenburg,2018-02-15 00:00:00,Germany,"Dahme-Spreewald (near  Königs Wusterhausen), Brandenburg",song,XC402781,1,25,Certhia brachydactyla,120,song
Short-toed Treecreeper,Certhia brachydactyla,0:13,Sonnenburg,2017-10-06 00:00:00,Germany,"Dahme-Spreewald (near  Heidesee), Brandenburg",call,XC388695,1,13,Certhia brachydactyla,120,call
Short-toed Treecreeper,Certhia brachydactyla,0:04,Frank Roos,2017-09-20 00:00:00,Netherlands,"Westbroek, De Bilt, Utrecht",call,XC386949,1,4,Certhia brachydactyla,120,call
Short-toed Treecreeper,Certhia brachydactyla,0:59,Frank A. Roos,2012-04-11 00:00:00,Netherlands,"Laren, Laren, Noord-Holland",song,XC379084,1,59,Certhia brachydactyla,120,song
Short-toed Treecreeper,Certhia brachydactyla,0:33,Frank A. Roos,2014-02-19 00:00:00,Netherlands,"Driebergen-Rijsenburg, Utrechtse Heuvelrug, Utrecht",call,XC379081,1,33,Certhia brachydactyla,120,call
Short-toed Treecreeper,Certhia brachydactyla,0:08,Frank A. Roos,2015-04-08 00:00:00,Netherlands,"Westbroek, De Bilt, Utrecht",song,XC379078,1,8,Certhia brachydactyla,120,song
Short-toed Treecreeper,Certhia brachydactyla,0:08,Frank A. Roos,2015-04-08 00:00:00,Netherlands,"Westbroek, De Bilt, Utrecht",song,XC379077,1,8,Certhia brachydactyla,120,song
Short-toed Treecreeper,Certhia brachydactyla,0:05,Frank A. Roos,2016-02-15 00:00:00,Netherlands,"Oud Zuilen, Maarssen, Utrecht",song,XC379045,1,5,Certhia brachydactyla,120,song
Short-toed Treecreeper,Certhia brachydactyla,0:17,Mats Rellmar,2015-03-16 00:00:00,Sweden,"Helsingborg, Helsingborg, Skåne län",song,XC375422,1,17,Certhia brachydactyla,120,song
Short-toed Treecreeper,Certhia brachydactyla,0:41,Mats Rellmar,2016-03-22 00:00:00,Sweden,"Helsingborg, Skåne län",song,XC375421,1,41,Certhia brachydactyla,120,song
Short-toed Treecreeper,Certhia brachydactyla,0:21,Mats Rellmar,2017-03-14 00:00:00,Sweden,"Helsingborg, Helsingborg, Skåne län",call,XC375419,1,21,Certhia brachydactyla,120,call
Short-toed Treecreeper,Certhia brachydactyla,0:20,Jerome Fischer,2017-03-31 00:00:00,Switzerland,"La Sauge LNM (near  Cudrefin), Broye-Vully, Vaud",call,XC364764,1,20,Certhia brachydactyla,120,call
Short-toed Treecreeper,Certhia brachydactyla,0:49,Jo Beckers,2017-03-11 00:00:00,Belgium,"Zonhoven, Limburg, Vlaanderen",song,XC358675,1,49,Certhia brachydactyla,120,song
Short-toed Treecreeper,Certhia brachydactyla,0:11,Sonnenburg,2017-02-27 00:00:00,Germany,"Brandenburg (near  Heidesee), Brandenburg",song,XC357071,1,11,Certhia brachydactyla,120,song
Short-toed Treecreeper,Certhia brachydactyla,0:02,Sonnenburg,2017-02-26 00:00:00,Germany,"Brandenburg (near  Königs Wusterhausen), Brandenburg",call,XC356922,1,2,Certhia brachydactyla,120,call
Short-toed Treecreeper,Certhia brachydactyla,0:02,Stanislas Wroza,2017-01-15 00:00:00,France,"Malzéville, Meurthe-et-Moselle, Grand Est",call,XC350640,1,2,Certhia brachydactyla,120,call
Short-toed Treecreeper,Certhia brachydactyla,0:20,Jerome Fischer,2016-06-04 00:00:00,Switzerland,"Berne, Bern District, Canton of Bern",song,XC338455,1,20,Certhia brachydactyla,120,song
Short-toed Treecreeper,Certhia brachydactyla megarhynchos,0:13,Vincent van der Spek,2016-09-13 00:00:00,Netherlands,"Boerderij Meijendel eo, Meijendel, Wassenaar, ZH",alarm call,XC334526,1,13,Certhia brachydactyla,120,icall
Short-toed Treecreeper,Certhia brachydactyla,0:44,Peter Ertl,2016-08-21 00:00:00,Switzerland,"Münchenstein, Basel-Landschaft",call,XC331786,1,44,Certhia brachydactyla,120,call
Short-toed Treecreeper,Certhia brachydactyla brachydactyla,0:03,Cedric Mroczko,2016-05-27 00:00:00,France,"Andon, Alpes-Maritimes, Provence-Alpes-Côte d'Azur",song,XC326533,1,3,Certhia brachydactyla,120,song
Short-toed Treecreeper,Certhia brachydactyla,0:10,Szymon Pławecki,2016-02-23 00:00:00,Poland,"Gmina Pszczyna (near  Pszczyna), pszczyński, śląskie",song,XC305078,1,10,Certhia brachydactyla,120,song
Short-toed Treecreeper,Certhia brachydactyla brachydactyla,0:28,julien Rochefort,2016-02-25 00:00:00,France,"Forêt de Fontainebleau (near  Fontainebleau), Seine-et-Marne, Île-de-France","call, nuptial calls ?",XC304819,1,28,Certhia brachydactyla,120,icall
Short-toed Treecreeper,Certhia brachydactyla,0:05,Manuel Grosselet,2016-01-08 00:00:00,France,"Les Arcades, Nort-sur-Erdre, Loire-Atlantique, Pays de la Loire",call,XC298612,1,5,Certhia brachydactyla,120,call
Short-toed Treecreeper,Certhia brachydactyla,0:24,Roberto Lerco,2015-05-02 00:00:00,Italy,"Feltre, Belluno, Veneto",song,XC239578,1,24,Certhia brachydactyla,120,song
Short-toed Treecreeper,Certhia brachydactyla,0:05,Henk Krajenbrink,2013-04-21 00:00:00,Netherlands,"Rheden, Rheden, Gelderland",call,XC215584,1,5,Certhia brachydactyla,120,call
Short-toed Treecreeper,Certhia brachydactyla,0:03,Sonnenburg,2015-03-04 00:00:00,Germany,"Dahme-Spreewald (near  Heidesee), Brandenburg",call,XC215494,1,3,Certhia brachydactyla,120,call
Short-toed Treecreeper,Certhia brachydactyla brachydactyla,0:18,Jarek Matusiak,2015-01-17 00:00:00,Poland,"Warszawa, Warszawa, mazowieckie","male, song",XC210453,1,18,Certhia brachydactyla,120,isong
Short-toed Treecreeper,Certhia brachydactyla,0:29,Jens Kirkeby,2012-03-04 00:00:00,Denmark,"Hestehaven, Moesgård, Højbjerg, Aarhus Municipality, Central Denmark Region","call, male",XC191901,1,29,Certhia brachydactyla,120,icall
Short-toed Treecreeper,Certhia brachydactyla,0:13,Lars Lachmann,2014-06-23 00:00:00,Turkey,"Ovacık, Kemer, Antalya Province",call,XC188072,1,13,Certhia brachydactyla,120,call
Short-toed Treecreeper,Certhia brachydactyla,0:46,Jordi Calvet,2014-04-27 00:00:00,Spain,"Plans de Can Pèfol, El Bruc, PN.Montserrat, Catalunya",song,XC176642,1,46,Certhia brachydactyla,120,song
Short-toed Treecreeper,Certhia brachydactyla,0:49,Scheinpflug,2014-03-01 00:00:00,Belgium,"Harelbeke, West Flanders, Flanders",song,XC176336,1,49,Certhia brachydactyla,120,song
Short-toed Treecreeper,Certhia brachydactyla,0:20,Dawid Jablonski,2014-04-19 00:00:00,Poland,"Gmina Kamionka (near  Biadaczka), Lubartów County, Lublin Voivodeship","male, song",XC176287,1,20,Certhia brachydactyla,120,isong
Short-toed Treecreeper,Certhia brachydactyla,0:19,Thijs Fijen,2013-12-01 00:00:00,Netherlands,"Swifterbant, Dronten, Flevoland",song,XC165232,1,19,Certhia brachydactyla,120,song
Short-toed Treecreeper,Certhia brachydactyla,0:23,Jack Berteau,2013-06-03 00:00:00,France,"Quinçay, Vienne, Poitou-Charentes",song,XC155590,1,23,Certhia brachydactyla,120,song
Short-toed Treecreeper,Certhia brachydactyla,0:31,Patrik Åberg,2013-04-06 00:00:00,Spain,"PN de Monfrague, Extremadura",song,XC148868,1,31,Certhia brachydactyla,120,song
Short-toed Treecreeper,Certhia brachydactyla,0:14,Patrik Åberg,2013-04-04 00:00:00,Spain,"PN de Monfrague, Extremadura",song,XC148867,1,14,Certhia brachydactyla,120,song
Short-toed Treecreeper,Certhia brachydactyla,0:05,Patrik Åberg,2013-04-04 00:00:00,Spain,"PN de Monfrague, Extremadura",song,XC148865,1,5,Certhia brachydactyla,120,song
Short-toed Treecreeper,Certhia brachydactyla,0:29,Patrik Åberg,2013-04-03 00:00:00,Spain,"PN de Monfrague, Extremadura",song,XC148864,1,29,Certhia brachydactyla,120,song
Short-toed Treecreeper,Certhia brachydactyla,0:15,Patrik Åberg,2013-04-06 00:00:00,Spain,"PN de Monfrague, Extremadura",call,XC148863,1,15,Certhia brachydactyla,120,call
Short-toed Treecreeper,Certhia brachydactyla,0:33,Francesco Sottile,2013-07-02 00:00:00,Italy,"Bocchigliero, Province of Cosenza, Calabria",call,XC141258,1,33,Certhia brachydactyla,120,call
Short-toed Treecreeper,Certhia brachydactyla,0:37,Jordi Calvet,2013-06-15 00:00:00,Spain,"El Bruc residencial, Anoia, Catalunya",song,XC139169,1,37,Certhia brachydactyla,120,song
Short-toed Treecreeper,Certhia brachydactyla,0:31,Jordi Calvet,2013-04-13 00:00:00,Spain,"Can Jorba_PN Montserrat, Catalunya",song,XC129533,1,31,Certhia brachydactyla,120,song
Short-toed Treecreeper,Certhia brachydactyla,0:56,Jarek Matusiak,2013-02-26 00:00:00,Poland,"Warszawa (near  Warsaw), Warszawa, Masovian Voivodeship","male, song",XC122937,1,56,Certhia brachydactyla,120,isong
Short-toed Treecreeper,Certhia brachydactyla,0:12,Jordi Calvet,2012-12-30 00:00:00,Spain,"La Cerdanya (near  Alp), Girona, Catalonia",call,XC115943,1,12,Certhia brachydactyla,120,call
Short-toed Treecreeper,Certhia brachydactyla,0:51,Herman van der Meer,2012-02-20 00:00:00,Netherlands,"Vogelbos, Meijendel, Wassenaar, ZH","call, flight call, song",XC114388,1,51,Certhia brachydactyla,120,others
Short-toed Treecreeper,Certhia brachydactyla,0:31,Timo Roeke,2012-10-14 00:00:00,Netherlands,"Haaksbergen, Haaksbergen, Overijssel",call,XC112854,1,31,Certhia brachydactyla,120,call
Short-toed Treecreeper,Certhia brachydactyla megarhynchos,0:04,Mike Nelson,2008-05-15 00:00:00,France,"Domaine du Rey, Lignairolles",song,XC55103,1,4,Certhia brachydactyla,120,song
Short-toed Treecreeper,Certhia brachydactyla,0:18,W. Agster,2018-11-12 00:00:00,Germany,"Hauptfriedhof (near  Frankfurt am Main), Darmstadt, Hessen",call,XC442782,2,18,Certhia brachydactyla,120,call
Short-toed Treecreeper,Certhia brachydactyla,0:23,Jordi Calvet,2018-11-11 00:00:00,Spain,"Serra de Castelltallat, Catalonia",call,XC442318,2,23,Certhia brachydactyla,120,call
Short-toed Treecreeper,Certhia brachydactyla,0:21,brickegickel,2018-11-02 00:00:00,Germany,"Main-Taunus-Kreis (near  Frankfurt am Main), Darmstadt, Hessen",call,XC441136,2,21,Certhia brachydactyla,120,call
Short-toed Treecreeper,Certhia brachydactyla,0:06,Vincent Pourchaire,2018-10-26 00:00:00,France,"Saint-Pierre-la-Palud, Rhône, Auvergne-Rhône-Alpes",call,XC440181,2,6,Certhia brachydactyla,120,call
Short-toed Treecreeper,Certhia brachydactyla,0:33,Vincent Pourchaire,2018-10-13 00:00:00,France,"Brénod, Ain, Auvergne-Rhône-Alpes",song,XC438386,2,33,Certhia brachydactyla,120,song
Short-toed Treecreeper,Certhia brachydactyla,0:24,brickegickel,2018-02-18 00:00:00,Germany,"Karlsruhe (near  Eggenstein-Leopoldshafen), Karlsruhe, Baden-Württemberg",song,XC402988,2,24,Certhia brachydactyla,120,song
